Date, Open, High, Low, Close
03/18/16, 21050.44, 21050.44, 21050.44, 21050.44
03/17/16, 20948.63, 20948.63, 20948.63, 20948.63
03/16/16, 20792.39, 20792.39, 20792.39, 20792.39
03/15/16, 20663.74, 20663.74, 20663.74, 20663.74
03/14/16, 20739.43, 20739.43, 20739.43, 20739.43
03/11/16, 20772.08, 20772.08, 20772.08, 20772.08
03/10/16, 20418.00, 20418.00, 20418.00, 20418.00
03/09/16, 20436.10, 20436.10, 20436.10, 20436.10
03/08/16, 20333.95, 20333.95, 20333.95, 20333.95
03/07/16, 20604.35, 20604.35, 20604.35, 20604.35
03/04/16, 20562.31, 20562.31, 20562.31, 20562.31
03/03/16, 20487.79, 20487.79, 20487.79, 20487.79
03/02/16, 20392.09, 20392.09, 20392.09, 20392.09
03/01/16, 20288.19, 20288.19, 20288.19, 20288.19
02/29/16, 19824.28, 19824.28, 19824.28, 19824.28
02/26/16, 19969.69, 19969.69, 19969.69, 19969.69
02/25/16, 19978.18, 19978.18, 19978.18, 19978.18
02/24/16, 19755.31, 19755.31, 19755.31, 19755.31
02/23/16, 19658.82, 19658.82, 19658.82, 19658.82
02/22/16, 19897.42, 19897.42, 19897.42, 19897.42
02/19/16, 19614.05, 19614.05, 19614.05, 19614.05
02/18/16, 19606.59, 19606.59, 19606.59, 19606.59
02/17/16, 19697.66, 19697.66, 19697.66, 19697.66
02/16/16, 19368.52, 19368.52, 19368.52, 19368.52
02/12/16, 19029.42, 19029.42, 19029.42, 19029.42
02/11/16, 18663.11, 18663.11, 18663.11, 18663.11
02/10/16, 18897.62, 18897.62, 18897.62, 18897.62
02/09/16, 18892.19, 18892.19, 18892.19, 18892.19
02/08/16, 18922.02, 18922.02, 18922.02, 18922.02
02/05/16, 19227.18, 19227.18, 19227.18, 19227.18
02/04/16, 19629.09, 19629.09, 19629.09, 19629.09
02/03/16, 19580.69, 19580.69, 19580.69, 19580.69
02/02/16, 19486.12, 19486.12, 19486.12, 19486.12
02/01/16, 19875.81, 19875.81, 19875.81, 19875.81
01/29/16, 19880.78, 19880.78, 19880.78, 19880.78
01/28/16, 19382.34, 19382.34, 19382.34, 19382.34
01/27/16, 19303.46, 19303.46, 19303.46, 19303.46
01/26/16, 19525.24, 19525.24, 19525.24, 19525.24
01/25/16, 19231.53, 19231.53, 19231.53, 19231.53
01/22/16, 19556.80, 19556.80, 19556.80, 19556.80
01/21/16, 19152.93, 19152.93, 19152.93, 19152.93
01/20/16, 19071.84, 19071.84, 19071.84, 19071.84
01/19/16, 19265.84, 19265.84, 19265.84, 19265.84
01/15/16, 19296.29, 19296.29, 19296.29, 19296.29
01/14/16, 19710.40, 19710.40, 19710.40, 19710.40
01/13/16, 19402.24, 19402.24, 19402.24, 19402.24
01/12/16, 19921.92, 19921.92, 19921.92, 19921.92
01/11/16, 19786.65, 19786.65, 19786.65, 19786.65
01/08/16, 19794.61, 19794.61, 19794.61, 19794.61
01/07/16, 20023.42, 20023.42, 20023.42, 20023.42
01/06/16, 20523.22, 20523.22, 20523.22, 20523.22
01/05/16, 20806.30, 20806.30, 20806.30, 20806.30
01/04/16, 20769.68, 20769.68, 20769.68, 20769.68
12/31/15, 21100.93, 21100.93, 21100.93, 21100.93
12/30/15, 21294.16, 21294.16, 21294.16, 21294.16
12/29/15, 21452.49, 21452.49, 21452.49, 21452.49
12/28/15, 21233.98, 21233.98, 21233.98, 21233.98
12/24/15, 21288.74, 21288.74, 21288.74, 21288.74
12/23/15, 21312.87, 21312.87, 21312.87, 21312.87
12/22/15, 21045.56, 21045.56, 21045.56, 21045.56
12/21/15, 20864.64, 20864.64, 20864.64, 20864.64
12/18/15, 20712.49, 20712.49, 20712.49, 20712.49
12/17/15, 21064.14, 21064.14, 21064.14, 21064.14
12/16/15, 21375.89, 21375.89, 21375.89, 21375.89
12/15/15, 21068.94, 21068.94, 21068.94, 21068.94
12/14/15, 20839.34, 20839.34, 20839.34, 20839.34
12/11/15, 20783.50, 20783.50, 20783.50, 20783.50
12/10/15, 21197.83, 21197.83, 21197.83, 21197.83
12/09/15, 21145.83, 21145.83, 21145.83, 21145.83
12/08/15, 21320.94, 21320.94, 21320.94, 21320.94
12/07/15, 21454.04, 21454.04, 21454.04, 21454.04
12/04/15, 21632.31, 21632.31, 21632.31, 21632.31
12/03/15, 21234.96, 21234.96, 21234.96, 21234.96
12/02/15, 21552.96, 21552.96, 21552.96, 21552.96
12/01/15, 21789.66, 21789.66, 21789.66, 21789.66
11/30/15, 21575.17, 21575.17, 21575.17, 21575.17
11/27/15, 21674.27, 21674.27, 21674.27, 21674.27
11/25/15, 21652.42, 21652.42, 21652.42, 21652.42
11/24/15, 21633.32, 21633.32, 21633.32, 21633.32
11/23/15, 21590.67, 21590.67, 21590.67, 21590.67
11/20/15, 21600.06, 21600.06, 21600.06, 21600.06
11/19/15, 21515.41, 21515.41, 21515.41, 21515.41
11/18/15, 21547.29, 21547.29, 21547.29, 21547.29
11/17/15, 21205.68, 21205.68, 21205.68, 21205.68
11/16/15, 21238.35, 21238.35, 21238.35, 21238.35
11/13/15, 20949.22, 20949.22, 20949.22, 20949.22
11/12/15, 21169.53, 21169.53, 21169.53, 21169.53
11/11/15, 21487.22, 21487.22, 21487.22, 21487.22
11/10/15, 21572.32, 21572.32, 21572.32, 21572.32
11/09/15, 21536.77, 21536.77, 21536.77, 21536.77
11/06/15, 21752.31, 21752.31, 21752.31, 21752.31
11/05/15, 21749.04, 21749.04, 21749.04, 21749.04
11/04/15, 21773.46, 21773.46, 21773.46, 21773.46
11/03/15, 21840.31, 21840.31, 21840.31, 21840.31
11/02/15, 21782.58, 21782.58, 21782.58, 21782.58
10/30/15, 21504.97, 21504.97, 21504.97, 21504.97
10/29/15, 21594.20, 21594.20, 21594.20, 21594.20
10/28/15, 21632.46, 21632.46, 21632.46, 21632.46
10/27/15, 21338.84, 21338.84, 21338.84, 21338.84
10/26/15, 21418.12, 21418.12, 21418.12, 21418.12
10/23/15, 21462.39, 21462.39, 21462.39, 21462.39
10/22/15, 21240.32, 21240.32, 21240.32, 21240.32
10/21/15, 20928.30, 20928.30, 20928.30, 20928.30
10/20/15, 21082.95, 21082.95, 21082.95, 21082.95
10/19/15, 21112.99, 21112.99, 21112.99, 21112.99
10/16/15, 21104.17, 21104.17, 21104.17, 21104.17
10/15/15, 21026.19, 21026.19, 21026.19, 21026.19
10/14/15, 20707.92, 20707.92, 20707.92, 20707.92
10/13/15, 20815.33, 20815.33, 20815.33, 20815.33
10/12/15, 20975.57, 20975.57, 20975.57, 20975.57
10/09/15, 20962.12, 20962.12, 20962.12, 20962.12
10/08/15, 20941.28, 20941.28, 20941.28, 20941.28
10/07/15, 20760.03, 20760.03, 20760.03, 20760.03
10/06/15, 20574.13, 20574.13, 20574.13, 20574.13
10/05/15, 20659.60, 20659.60, 20659.60, 20659.60
10/02/15, 20280.70, 20280.70, 20280.70, 20280.70
10/01/15, 19987.48, 19987.48, 19987.48, 19987.48
09/30/15, 19959.31, 19959.31, 19959.31, 19959.31
09/29/15, 19594.72, 19594.72, 19594.72, 19594.72
09/28/15, 19592.82, 19592.82, 19592.82, 19592.82
09/25/15, 20134.32, 20134.32, 20134.32, 20134.32
09/24/15, 20175.46, 20175.46, 20175.46, 20175.46
09/23/15, 20250.71, 20250.71, 20250.71, 20250.71
09/22/15, 20298.04, 20298.04, 20298.04, 20298.04
09/21/15, 20563.66, 20563.66, 20563.66, 20563.66
09/18/15, 20492.23, 20492.23, 20492.23, 20492.23
09/17/15, 20820.26, 20820.26, 20820.26, 20820.26
09/16/15, 20853.04, 20853.04, 20853.04, 20853.04
09/15/15, 20672.34, 20672.34, 20672.34, 20672.34
09/14/15, 20419.09, 20419.09, 20419.09, 20419.09
09/11/15, 20502.23, 20502.23, 20502.23, 20502.23
09/10/15, 20411.44, 20411.44, 20411.44, 20411.44
09/09/15, 20314.10, 20314.10, 20314.10, 20314.10
09/08/15, 20590.15, 20590.15, 20590.15, 20590.15
09/04/15, 20096.17, 20096.17, 20096.17, 20096.17
09/03/15, 20387.61, 20387.61, 20387.61, 20387.61
09/02/15, 20359.75, 20359.75, 20359.75, 20359.75
09/01/15, 20004.96, 20004.96, 20004.96, 20004.96
08/31/15, 20601.69, 20601.69, 20601.69, 20601.69
08/28/15, 20766.01, 20766.01, 20766.01, 20766.01
08/27/15, 20727.52, 20727.52, 20727.52, 20727.52
08/26/15, 20238.76, 20238.76, 20238.76, 20238.76
08/25/15, 19528.72, 19528.72, 19528.72, 19528.72
08/24/15, 19773.95, 19773.95, 19773.95, 19773.95
08/21/15, 20585.55, 20585.55, 20585.55, 20585.55
08/20/15, 21211.95, 21211.95, 21211.95, 21211.95
08/19/15, 21687.34, 21687.34, 21687.34, 21687.34
08/18/15, 21874.48, 21874.48, 21874.48, 21874.48
08/17/15, 21945.10, 21945.10, 21945.10, 21945.10
08/14/15, 21813.52, 21813.52, 21813.52, 21813.52
08/13/15, 21722.36, 21722.36, 21722.36, 21722.36
08/12/15, 21751.09, 21751.09, 21751.09, 21751.09
08/11/15, 21739.68, 21739.68, 21739.68, 21739.68
08/10/15, 21946.31, 21946.31, 21946.31, 21946.31
08/07/15, 21666.98, 21666.98, 21666.98, 21666.98
08/06/15, 21734.89, 21734.89, 21734.89, 21734.89
08/05/15, 21921.61, 21921.61, 21921.61, 21921.61
08/04/15, 21852.96, 21852.96, 21852.96, 21852.96
08/03/15, 21897.26, 21897.26, 21897.26, 21897.26
07/31/15, 21965.00, 21965.00, 21965.00, 21965.00
07/30/15, 21992.38, 21992.38, 21992.38, 21992.38
07/29/15, 21980.86, 21980.86, 21980.86, 21980.86
07/28/15, 21822.19, 21822.19, 21822.19, 21822.19
07/27/15, 21561.99, 21561.99, 21561.99, 21561.99
07/24/15, 21704.94, 21704.94, 21704.94, 21704.94
07/23/15, 21941.69, 21941.69, 21941.69, 21941.69
07/22/15, 22072.40, 22072.40, 22072.40, 22072.40
07/21/15, 22111.10, 22111.10, 22111.10, 22111.10
07/20/15, 22211.13, 22211.13, 22211.13, 22211.13
07/17/15, 22209.45, 22209.45, 22209.45, 22209.45
07/16/15, 22207.81, 22207.81, 22207.81, 22207.81
07/15/15, 22042.09, 22042.09, 22042.09, 22042.09
07/14/15, 22080.36, 22080.36, 22080.36, 22080.36
07/13/15, 21976.55, 21976.55, 21976.55, 21976.55
07/10/15, 21741.28, 21741.28, 21741.28, 21741.28
07/09/15, 21476.13, 21476.13, 21476.13, 21476.13
07/08/15, 21423.75, 21423.75, 21423.75, 21423.75
07/07/15, 21788.23, 21788.23, 21788.23, 21788.23
07/06/15, 21669.32, 21669.32, 21669.32, 21669.32
07/02/15, 21746.23, 21746.23, 21746.23, 21746.23
07/01/15, 21764.87, 21764.87, 21764.87, 21764.87
06/30/15, 21630.90, 21630.90, 21630.90, 21630.90
06/29/15, 21562.70, 21562.70, 21562.70, 21562.70
06/26/15, 22033.58, 22033.58, 22033.58, 22033.58
06/25/15, 22049.05, 22049.05, 22049.05, 22049.05
06/24/15, 22111.36, 22111.36, 22111.36, 22111.36
06/23/15, 22287.78, 22287.78, 22287.78, 22287.78
06/22/15, 22268.13, 22268.13, 22268.13, 22268.13
06/19/15, 22138.49, 22138.49, 22138.49, 22138.49
06/18/15, 22238.00, 22238.00, 22238.00, 22238.00
06/17/15, 22018.65, 22018.65, 22018.65, 22018.65
06/16/15, 21981.01, 21981.01, 21981.01, 21981.01
06/15/15, 21857.88, 21857.88, 21857.88, 21857.88
06/12/15, 21958.35, 21958.35, 21958.35, 21958.35
06/11/15, 22099.84, 22099.84, 22099.84, 22099.84
06/10/15, 22055.15, 22055.15, 22055.15, 22055.15
06/09/15, 21795.92, 21795.92, 21795.92, 21795.92
06/08/15, 21798.01, 21798.01, 21798.01, 21798.01
06/05/15, 21943.25, 21943.25, 21943.25, 21943.25
06/04/15, 21944.81, 21944.81, 21944.81, 21944.81
06/03/15, 22138.68, 22138.68, 22138.68, 22138.68
06/02/15, 22074.15, 22074.15, 22074.15, 22074.15
06/01/15, 22087.47, 22087.47, 22087.47, 22087.47
05/29/15, 22043.01, 22043.01, 22043.01, 22043.01
05/28/15, 22177.18, 22177.18, 22177.18, 22177.18
05/27/15, 22206.18, 22206.18, 22206.18, 22206.18
05/26/15, 22004.96, 22004.96, 22004.96, 22004.96
05/22/15, 22230.20, 22230.20, 22230.20, 22230.20
05/21/15, 22277.74, 22277.74, 22277.74, 22277.74
05/20/15, 22231.86, 22231.86, 22231.86, 22231.86
05/19/15, 22244.59, 22244.59, 22244.59, 22244.59
05/18/15, 22264.51, 22264.51, 22264.51, 22264.51
05/15/15, 22174.33, 22174.33, 22174.33, 22174.33
05/14/15, 22154.90, 22154.90, 22154.90, 22154.90
05/13/15, 21925.38, 21925.38, 21925.38, 21925.38
05/12/15, 21932.46, 21932.46, 21932.46, 21932.46
05/11/15, 21992.72, 21992.72, 21992.72, 21992.72
05/08/15, 22086.87, 22086.87, 22086.87, 22086.87
05/07/15, 21816.02, 21816.02, 21816.02, 21816.02
05/06/15, 21729.22, 21729.22, 21729.22, 21729.22
05/05/15, 21803.60, 21803.60, 21803.60, 21803.60
05/04/15, 22074.63, 22074.63, 22074.63, 22074.63
05/01/15, 22007.85, 22007.85, 22007.85, 22007.85
04/30/15, 21785.87, 21785.87, 21785.87, 21785.87
04/29/15, 22030.29, 22030.29, 22030.29, 22030.29
04/28/15, 22123.94, 22123.94, 22123.94, 22123.94
04/27/15, 22069.56, 22069.56, 22069.56, 22069.56
04/24/15, 22183.78, 22183.78, 22183.78, 22183.78
04/23/15, 22156.25, 22156.25, 22156.25, 22156.25
04/22/15, 22093.47, 22093.47, 22093.47, 22093.47
04/21/15, 21994.99, 21994.99, 21994.99, 21994.99
04/20/15, 22018.31, 22018.31, 22018.31, 22018.31
04/17/15, 21822.75, 21822.75, 21822.75, 21822.75
04/16/15, 22081.30, 22081.30, 22081.30, 22081.30
04/15/15, 22098.99, 22098.99, 22098.99, 22098.99
04/14/15, 21982.00, 21982.00, 21982.00, 21982.00
04/13/15, 21953.56, 21953.56, 21953.56, 21953.56
04/10/15, 22042.85, 22042.85, 22042.85, 22042.85
04/09/15, 21935.78, 21935.78, 21935.78, 21935.78
04/08/15, 21860.61, 21860.61, 21860.61, 21860.61
04/07/15, 21787.56, 21787.56, 21787.56, 21787.56
04/06/15, 21845.98, 21845.98, 21845.98, 21845.98
04/02/15, 21705.61, 21705.61, 21705.61, 21705.61
04/01/15, 21627.00, 21627.00, 21627.00, 21627.00
03/31/15, 21707.57, 21707.57, 21707.57, 21707.57
03/30/15, 21879.61, 21879.61, 21879.61, 21879.61
03/27/15, 21613.67, 21613.67, 21613.67, 21613.67
03/26/15, 21546.83, 21546.83, 21546.83, 21546.83
03/25/15, 21594.42, 21594.42, 21594.42, 21594.42
03/24/15, 21934.20, 21934.20, 21934.20, 21934.20
03/23/15, 22055.86, 22055.86, 22055.86, 22055.86
03/20/15, 22098.01, 22098.01, 22098.01, 22098.01
03/19/15, 21903.55, 21903.55, 21903.55, 21903.55
03/18/15, 21988.81, 21988.81, 21988.81, 21988.81
03/17/15, 21735.43, 21735.43, 21735.43, 21735.43
03/16/15, 21782.80, 21782.80, 21782.80, 21782.80
03/13/15, 21513.17, 21513.17, 21513.17, 21513.17
03/12/15, 21637.52, 21637.52, 21637.52, 21637.52
03/11/15, 21366.10, 21366.10, 21366.10, 21366.10
03/10/15, 21376.09, 21376.09, 21376.09, 21376.09
03/09/15, 21725.74, 21725.74, 21725.74, 21725.74
03/06/15, 21643.89, 21643.89, 21643.89, 21643.89
03/05/15, 21949.22, 21949.22, 21949.22, 21949.22
03/04/15, 21916.06, 21916.06, 21916.06, 21916.06
03/03/15, 22011.51, 22011.51, 22011.51, 22011.51
03/02/15, 22108.00, 22108.00, 22108.00, 22108.00
02/27/15, 21968.48, 21968.48, 21968.48, 21968.48
02/26/15, 22040.81, 22040.81, 22040.81, 22040.81
02/25/15, 22069.35, 22069.35, 22069.35, 22069.35
02/24/15, 22073.43, 22073.43, 22073.43, 22073.43
02/23/15, 22023.70, 22023.70, 22023.70, 22023.70
02/20/15, 22032.40, 22032.40, 22032.40, 22032.40
02/19/15, 21900.06, 21900.06, 21900.06, 21900.06
02/18/15, 21918.33, 21918.33, 21918.33, 21918.33
02/17/15, 21908.60, 21908.60, 21908.60, 21908.60
02/13/15, 21875.95, 21875.95, 21875.95, 21875.95
02/12/15, 21776.51, 21776.51, 21776.51, 21776.51
02/11/15, 21563.65, 21563.65, 21563.65, 21563.65
02/10/15, 21563.90, 21563.90, 21563.90, 21563.90
02/09/15, 21349.64, 21349.64, 21349.64, 21349.64
02/06/15, 21448.23, 21448.23, 21448.23, 21448.23
02/05/15, 21519.25, 21519.25, 21519.25, 21519.25
02/04/15, 21288.55, 21288.55, 21288.55, 21288.55
02/03/15, 21374.86, 21374.86, 21374.86, 21374.86
02/02/15, 21059.98, 21059.98, 21059.98, 21059.98
01/30/15, 20808.44, 20808.44, 20808.44, 20808.44
01/29/15, 21090.67, 21090.67, 21090.67, 21090.67
01/28/15, 20894.84, 20894.84, 20894.84, 20894.84
01/27/15, 21186.24, 21186.24, 21186.24, 21186.24
01/26/15, 21441.70, 21441.70, 21441.70, 21441.70
01/23/15, 21352.31, 21352.31, 21352.31, 21352.31
01/22/15, 21453.71, 21453.71, 21453.71, 21453.71
01/21/15, 21120.50, 21120.50, 21120.50, 21120.50
01/20/15, 21029.43, 21029.43, 21029.43, 21029.43
01/16/15, 21015.06, 21015.06, 21015.06, 21015.06
01/15/15, 20730.41, 20730.41, 20730.41, 20730.41
01/14/15, 20944.81, 20944.81, 20944.81, 20944.81
01/13/15, 21061.13, 21061.13, 21061.13, 21061.13
01/12/15, 21104.25, 21104.25, 21104.25, 21104.25
01/09/15, 21264.42, 21264.42, 21264.42, 21264.42
01/08/15, 21441.76, 21441.76, 21441.76, 21441.76
01/07/15, 21071.52, 21071.52, 21071.52, 21071.52
01/06/15, 20828.36, 20828.36, 20828.36, 20828.36
01/05/15, 21029.92, 21029.92, 21029.92, 21029.92
01/02/15, 21411.71, 21411.71, 21411.71, 21411.71
12/31/14, 21424.58, 21424.58, 21424.58, 21424.58
12/30/14, 21635.08, 21635.08, 21635.08, 21635.08
12/29/14, 21740.46, 21740.46, 21740.46, 21740.46
12/26/14, 21712.76, 21712.76, 21712.76, 21712.76
12/24/14, 21632.93, 21632.93, 21632.93, 21632.93
12/23/14, 21624.80, 21624.80, 21624.80, 21624.80
12/22/14, 21587.82, 21587.82, 21587.82, 21587.82
12/19/14, 21505.65, 21505.65, 21505.65, 21505.65
12/18/14, 21405.61, 21405.61, 21405.61, 21405.61
12/17/14, 20930.33, 20930.33, 20930.33, 20930.33
12/16/14, 20489.94, 20489.94, 20489.94, 20489.94
12/15/14, 20648.85, 20648.85, 20648.85, 20648.85
12/12/14, 20791.39, 20791.39, 20791.39, 20791.39
12/11/14, 21120.46, 21120.46, 21120.46, 21120.46
12/10/14, 21025.70, 21025.70, 21025.70, 21025.70
12/09/14, 21390.58, 21390.58, 21390.58, 21390.58
12/08/14, 21361.63, 21361.63, 21361.63, 21361.63
12/05/14, 21532.12, 21532.12, 21532.12, 21532.12
12/04/14, 21486.27, 21486.27, 21486.27, 21486.27
12/03/14, 21517.43, 21517.43, 21517.43, 21517.43
12/02/14, 21418.28, 21418.28, 21418.28, 21418.28
12/01/14, 21281.05, 21281.05, 21281.05, 21281.05
11/28/14, 21463.11, 21463.11, 21463.11, 21463.11
11/26/14, 21544.65, 21544.65, 21544.65, 21544.65
11/25/14, 21486.60, 21486.60, 21486.60, 21486.60
11/24/14, 21506.88, 21506.88, 21506.88, 21506.88
11/21/14, 21422.86, 21422.86, 21422.86, 21422.86
11/20/14, 21317.98, 21317.98, 21317.98, 21317.98
11/19/14, 21253.87, 21253.87, 21253.87, 21253.87
11/18/14, 21305.33, 21305.33, 21305.33, 21305.33
11/17/14, 21192.95, 21192.95, 21192.95, 21192.95
11/14/14, 21199.45, 21199.45, 21199.45, 21199.45
11/13/14, 21195.22, 21195.22, 21195.22, 21195.22
11/12/14, 21207.80, 21207.80, 21207.80, 21207.80
11/11/14, 21206.18, 21206.18, 21206.18, 21206.18
11/10/14, 21191.20, 21191.20, 21191.20, 21191.20
11/07/14, 21124.41, 21124.41, 21124.41, 21124.41
11/06/14, 21113.93, 21113.93, 21113.93, 21113.93
11/05/14, 21023.73, 21023.73, 21023.73, 21023.73
11/04/14, 20923.95, 20923.95, 20923.95, 20923.95
11/03/14, 20997.17, 20997.17, 20997.17, 20997.17
10/31/14, 20999.49, 20999.49, 20999.49, 20999.49
10/30/14, 20746.78, 20746.78, 20746.78, 20746.78
10/29/14, 20621.99, 20621.99, 20621.99, 20621.99
10/28/14, 20661.02, 20661.02, 20661.02, 20661.02
10/27/14, 20384.03, 20384.03, 20384.03, 20384.03
10/24/14, 20418.04, 20418.04, 20418.04, 20418.04
10/23/14, 20285.07, 20285.07, 20285.07, 20285.07
10/22/14, 20027.33, 20027.33, 20027.33, 20027.33
10/21/14, 20195.85, 20195.85, 20195.85, 20195.85
10/20/14, 19800.76, 19800.76, 19800.76, 19800.76
10/17/14, 19613.68, 19613.68, 19613.68, 19613.68
10/16/14, 19394.55, 19394.55, 19394.55, 19394.55
10/15/14, 19348.79, 19348.79, 19348.79, 19348.79
10/14/14, 19459.85, 19459.85, 19459.85, 19459.85
10/13/14, 19400.44, 19400.44, 19400.44, 19400.44
10/10/14, 19711.99, 19711.99, 19711.99, 19711.99
10/09/14, 19965.96, 19965.96, 19965.96, 19965.96
10/08/14, 20399.34, 20399.34, 20399.34, 20399.34
10/07/14, 20060.11, 20060.11, 20060.11, 20060.11
10/06/14, 20371.94, 20371.94, 20371.94, 20371.94
10/03/14, 20418.69, 20418.69, 20418.69, 20418.69
10/02/14, 20200.90, 20200.90, 20200.90, 20200.90
10/01/14, 20181.36, 20181.36, 20181.36, 20181.36
09/30/14, 20458.82, 20458.82, 20458.82, 20458.82
09/29/14, 20547.17, 20547.17, 20547.17, 20547.17
09/26/14, 20596.19, 20596.19, 20596.19, 20596.19
09/25/14, 20423.68, 20423.68, 20423.68, 20423.68
09/24/14, 20753.03, 20753.03, 20753.03, 20753.03
09/23/14, 20594.28, 20594.28, 20594.28, 20594.28
09/22/14, 20722.77, 20722.77, 20722.77, 20722.77
09/19/14, 20921.29, 20921.29, 20921.29, 20921.29
09/18/14, 20958.03, 20958.03, 20958.03, 20958.03
09/17/14, 20863.91, 20863.91, 20863.91, 20863.91
09/16/14, 20836.61, 20836.61, 20836.61, 20836.61
09/15/14, 20690.65, 20690.65, 20690.65, 20690.65
09/12/14, 20740.95, 20740.95, 20740.95, 20740.95
09/11/14, 20878.18, 20878.18, 20878.18, 20878.18
09/10/14, 20844.96, 20844.96, 20844.96, 20844.96
09/09/14, 20768.62, 20768.62, 20768.62, 20768.62
09/08/14, 20917.18, 20917.18, 20917.18, 20917.18
09/05/14, 20968.29, 20968.29, 20968.29, 20968.29
09/04/14, 20869.86, 20869.86, 20869.86, 20869.86
09/03/14, 20912.55, 20912.55, 20912.55, 20912.55
09/02/14, 20941.48, 20941.48, 20941.48, 20941.48
08/29/14, 20936.01, 20936.01, 20936.01, 20936.01
08/28/14, 20856.60, 20856.60, 20856.60, 20856.60
08/27/14, 20897.83, 20897.83, 20897.83, 20897.83
08/26/14, 20899.48, 20899.48, 20899.48, 20899.48
08/25/14, 20862.67, 20862.67, 20862.67, 20862.67
08/22/14, 20766.30, 20766.30, 20766.30, 20766.30
08/21/14, 20798.65, 20798.65, 20798.65, 20798.65
08/20/14, 20744.38, 20744.38, 20744.38, 20744.38
08/19/14, 20702.19, 20702.19, 20702.19, 20702.19
08/18/14, 20604.06, 20604.06, 20604.06, 20604.06
08/15/14, 20414.94, 20414.94, 20414.94, 20414.94
08/14/14, 20415.74, 20415.74, 20415.74, 20415.74
08/13/14, 20330.24, 20330.24, 20330.24, 20330.24
08/12/14, 20188.17, 20188.17, 20188.17, 20188.17
08/11/14, 20236.43, 20236.43, 20236.43, 20236.43
08/08/14, 20163.78, 20163.78, 20163.78, 20163.78
08/07/14, 19940.89, 19940.89, 19940.89, 19940.89
08/06/14, 20048.24, 20048.24, 20048.24, 20048.24
08/05/14, 20045.69, 20045.69, 20045.69, 20045.69
08/04/14, 20222.65, 20222.65, 20222.65, 20222.65
08/01/14, 20079.29, 20079.29, 20079.29, 20079.29
07/31/14, 20135.62, 20135.62, 20135.62, 20135.62
07/30/14, 20549.04, 20549.04, 20549.04, 20549.04
07/29/14, 20537.48, 20537.48, 20537.48, 20537.48
07/28/14, 20618.76, 20618.76, 20618.76, 20618.76
07/25/14, 20626.59, 20626.59, 20626.59, 20626.59
07/24/14, 20736.72, 20736.72, 20736.72, 20736.72
07/23/14, 20729.88, 20729.88, 20729.88, 20729.88
07/22/14, 20694.10, 20694.10, 20694.10, 20694.10
07/21/14, 20583.39, 20583.39, 20583.39, 20583.39
07/18/14, 20635.85, 20635.85, 20635.85, 20635.85
07/17/14, 20413.58, 20413.58, 20413.58, 20413.58
07/16/14, 20661.89, 20661.89, 20661.89, 20661.89
07/15/14, 20594.44, 20594.44, 20594.44, 20594.44
07/14/14, 20653.76, 20653.76, 20653.76, 20653.76
07/11/14, 20554.98, 20554.98, 20554.98, 20554.98
07/10/14, 20534.77, 20534.77, 20534.77, 20534.77
07/09/14, 20629.10, 20629.10, 20629.10, 20629.10
07/08/14, 20540.60, 20540.60, 20540.60, 20540.60
07/07/14, 20700.79, 20700.79, 20700.79, 20700.79
07/03/14, 20820.09, 20820.09, 20820.09, 20820.09
07/02/14, 20706.73, 20706.73, 20706.73, 20706.73
07/01/14, 20715.09, 20715.09, 20715.09, 20715.09
06/30/14, 20568.65, 20568.65, 20568.65, 20568.65
06/27/14, 20558.16, 20558.16, 20558.16, 20558.16
06/26/14, 20506.17, 20506.17, 20506.17, 20506.17
06/25/14, 20531.27, 20531.27, 20531.27, 20531.27
06/24/14, 20424.24, 20424.24, 20424.24, 20424.24
06/23/14, 20568.20, 20568.20, 20568.20, 20568.20
06/20/14, 20574.82, 20574.82, 20574.82, 20574.82
06/19/14, 20533.13, 20533.13, 20533.13, 20533.13
06/18/14, 20507.54, 20507.54, 20507.54, 20507.54
06/17/14, 20359.36, 20359.36, 20359.36, 20359.36
06/16/14, 20294.98, 20294.98, 20294.98, 20294.98
06/13/14, 20273.40, 20273.40, 20273.40, 20273.40
06/12/14, 20209.64, 20209.64, 20209.64, 20209.64
06/11/14, 20351.53, 20351.53, 20351.53, 20351.53
06/10/14, 20422.93, 20422.93, 20422.93, 20422.93
06/09/14, 20435.64, 20435.64, 20435.64, 20435.64
06/06/14, 20402.58, 20402.58, 20402.58, 20402.58
06/05/14, 20299.57, 20299.57, 20299.57, 20299.57
06/04/14, 20144.61, 20144.61, 20144.61, 20144.61
06/03/14, 20096.08, 20096.08, 20096.08, 20096.08
06/02/14, 20104.42, 20104.42, 20104.42, 20104.42
05/30/14, 20092.62, 20092.62, 20092.62, 20092.62
05/29/14, 20074.38, 20074.38, 20074.38, 20074.38
05/28/14, 19970.75, 19970.75, 19970.75, 19970.75
05/27/14, 20000.78, 20000.78, 20000.78, 20000.78
05/23/14, 19867.49, 19867.49, 19867.49, 19867.49
05/22/14, 19768.56, 19768.56, 19768.56, 19768.56
05/21/14, 19705.06, 19705.06, 19705.06, 19705.06
05/20/14, 19555.08, 19555.08, 19555.08, 19555.08
05/19/14, 19702.59, 19702.59, 19702.59, 19702.59
05/16/14, 19610.39, 19610.39, 19610.39, 19610.39
05/15/14, 19534.86, 19534.86, 19534.86, 19534.86
05/14/14, 19711.73, 19711.73, 19711.73, 19711.73
