Date, Open, High, Low, Close
01/26/23, 4156.51, 4183.56, 4156.51, 4173.98
01/25/23, 4153.63, 4158.77, 4116.99, 4148.11
01/24/23, 4154.26, 4167.02, 4132.24, 4153.02
01/23/23, 4121.97, 4157.13, 4121.97, 4150.82
01/20/23, 4101.64, 4126.17, 4100.17, 4119.90
01/19/23, 4156.10, 4158.57, 4092.57, 4094.28
01/18/23, 4171.03, 4197.47, 4171.03, 4174.34
01/17/23, 4153.93, 4193.30, 4142.29, 4174.33
01/16/23, 4155.74, 4162.51, 4145.27, 4157.00
01/13/23, 4129.11, 4160.97, 4129.11, 4150.80
01/12/23, 4104.14, 4144.37, 4104.14, 4126.68
01/11/23, 4062.38, 4107.81, 4062.38, 4099.76
01/10/23, 4052.62, 4063.29, 4042.42, 4057.46
01/09/23, 4027.51, 4080.55, 4025.16, 4068.62
01/06/23, 3959.96, 4017.85, 3951.93, 4017.83
01/05/23, 3967.01, 3974.61, 3950.42, 3959.48
01/04/23, 3891.04, 3975.50, 3891.04, 3973.97
01/03/23, 3852.07, 3921.37, 3852.07, 3882.29
01/02/23, 3802.51, 3860.74, 3802.51, 3856.09
12/30/22, 3845.92, 3845.92, 3792.09, 3793.62
12/29/22, 3803.24, 3851.39, 3793.25, 3850.07
12/28/22, 3833.45, 3842.22, 3805.94, 3808.82
12/27/22, 3826.99, 3854.61, 3826.99, 3832.89
12/23/22, 3817.01, 3833.61, 3798.74, 3817.01
12/22/22, 3870.98, 3889.70, 3817.49, 3823.29
12/21/22, 3810.87, 3874.36, 3810.87, 3872.15
12/20/22, 3790.58, 3816.90, 3767.26, 3802.49
12/19/22, 3808.53, 3835.63, 3808.53, 3811.24
12/16/22, 3831.00, 3837.77, 3783.94, 3804.02
12/15/22, 3950.02, 3950.02, 3831.21, 3835.70
12/14/22, 3980.71, 3980.71, 3955.15, 3975.26
12/13/22, 3926.36, 4035.15, 3923.93, 3986.83
12/12/22, 3931.59, 3936.11, 3911.67, 3921.82
12/09/22, 3926.59, 3946.50, 3905.94, 3942.62
12/08/22, 3926.17, 3931.08, 3903.93, 3921.27
12/07/22, 3929.71, 3944.03, 3911.46, 3920.90
12/06/22, 3953.50, 3963.51, 3924.65, 3939.19
12/05/22, 3973.45, 3977.73, 3950.31, 3956.53
12/02/22, 3974.16, 3996.57, 3940.52, 3977.90
12/01/22, 3970.68, 4004.19, 3968.89, 3984.50
11/30/22, 3945.71, 3972.69, 3943.46, 3964.72
11/29/22, 3941.55, 3953.98, 3924.56, 3934.44
11/28/22, 3952.71, 3957.56, 3925.13, 3935.51
11/25/22, 3962.26, 3975.17, 3951.64, 3962.41
11/24/22, 3948.78, 3976.43, 3947.16, 3961.99
11/23/22, 3938.57, 3950.14, 3925.37, 3946.44
11/22/22, 3903.80, 3935.55, 3901.14, 3929.90
11/21/22, 3915.66, 3921.95, 3896.71, 3909.28
11/18/22, 3889.56, 3940.94, 3889.56, 3924.84
11/17/22, 3890.17, 3910.17, 3842.87, 3878.42
11/16/22, 3911.68, 3918.97, 3873.34, 3882.78
11/15/22, 3896.29, 3932.23, 3889.25, 3915.09
11/14/22, 3873.51, 3915.67, 3872.21, 3887.51
11/11/22, 3873.07, 3890.25, 3859.50, 3868.50
11/10/22, 3717.69, 3849.14, 3706.79, 3846.56
11/09/22, 3735.47, 3739.65, 3708.51, 3728.03
11/08/22, 3704.20, 3741.29, 3695.17, 3739.28
11/07/22, 3682.46, 3719.21, 3667.98, 3708.80
11/04/22, 3601.92, 3711.21, 3601.92, 3688.33
11/03/22, 3596.07, 3597.58, 3563.42, 3593.18
11/02/22, 3653.42, 3675.66, 3621.18, 3622.01
11/01/22, 3628.60, 3680.24, 3628.60, 3651.02
10/31/22, 3622.55, 3631.23, 3606.97, 3617.54
10/28/22, 3594.60, 3615.91, 3558.55, 3613.02
10/27/22, 3604.95, 3618.73, 3565.36, 3604.51
10/26/22, 3586.47, 3609.72, 3560.43, 3605.31
10/25/22, 3536.92, 3585.58, 3511.52, 3585.58
10/24/22, 3488.78, 3552.74, 3473.21, 3527.79
10/21/22, 3477.27, 3488.01, 3422.93, 3476.63
10/20/22, 3467.57, 3501.58, 3451.75, 3492.85
10/19/22, 3466.71, 3498.20, 3458.17, 3471.24
10/18/22, 3449.95, 3511.06, 3449.95, 3463.83
10/17/22, 3382.12, 3456.81, 3369.55, 3441.64
10/14/22, 3371.71, 3452.99, 3371.71, 3381.73
10/13/22, 3321.18, 3373.11, 3256.32, 3362.40
10/12/22, 3339.50, 3365.85, 3315.54, 3331.53
10/11/22, 3352.54, 3356.41, 3310.41, 3340.35
10/10/22, 3367.86, 3389.94, 3338.36, 3356.88
10/07/22, 3419.31, 3434.13, 3373.65, 3375.46
10/06/22, 3455.28, 3476.67, 3419.80, 3433.45
10/05/22, 3479.24, 3480.45, 3427.70, 3447.72
10/04/22, 3359.71, 3484.48, 3359.71, 3484.48
10/03/22, 3309.02, 3348.45, 3259.75, 3342.17
09/30/22, 3282.00, 3324.24, 3279.98, 3318.20
09/29/22, 3332.80, 3332.80, 3249.57, 3279.04
09/28/22, 3322.59, 3339.55, 3259.33, 3335.30
09/27/22, 3349.94, 3396.08, 3328.65, 3328.65
09/26/22, 3343.20, 3377.61, 3325.20, 3342.56
09/23/22, 3427.14, 3427.14, 3330.10, 3348.60
09/22/22, 3476.23, 3494.38, 3427.06, 3427.14
09/21/22, 3461.30, 3494.41, 3425.70, 3491.87
09/20/22, 3500.42, 3537.91, 3459.94, 3467.09
09/19/22, 3499.78, 3520.11, 3451.51, 3499.49
09/16/22, 3532.20, 3532.20, 3482.40, 3500.41
09/15/22, 3566.47, 3586.36, 3532.08, 3541.79
09/14/22, 3583.88, 3591.37, 3545.80, 3567.56
09/13/22, 3649.24, 3683.02, 3586.08, 3586.18
09/12/22, 3579.18, 3657.23, 3579.18, 3646.51
09/09/22, 3512.71, 3581.57, 3512.71, 3570.04
09/08/22, 3510.91, 3524.64, 3454.60, 3512.38
09/07/22, 3495.02, 3510.90, 3462.86, 3502.09
09/06/22, 3490.16, 3521.10, 3471.89, 3500.14
09/05/22, 3532.77, 3532.77, 3445.84, 3490.01
09/02/22, 3466.66, 3548.85, 3466.66, 3544.38
09/01/22, 3514.49, 3514.49, 3448.49, 3456.70
08/31/22, 3571.97, 3583.05, 3517.25, 3517.25
08/30/22, 3576.89, 3629.50, 3545.92, 3561.92
08/29/22, 3600.48, 3600.48, 3537.24, 3570.51
08/26/22, 3682.02, 3706.49, 3593.48, 3603.68
08/25/22, 3670.57, 3703.52, 3659.75, 3674.54
08/24/22, 3651.05, 3672.79, 3626.41, 3667.46
08/23/22, 3654.04, 3674.73, 3635.27, 3652.52
08/22/22, 3724.14, 3724.14, 3643.72, 3658.22
08/19/22, 3772.25, 3772.25, 3725.55, 3730.32
08/18/22, 3755.85, 3779.77, 3748.89, 3777.38
08/17/22, 3806.93, 3813.04, 3751.57, 3756.06
08/16/22, 3796.04, 3819.12, 3786.59, 3805.22
08/15/22, 3782.19, 3794.90, 3763.03, 3789.62
08/12/22, 3760.58, 3784.19, 3756.19, 3776.81
08/11/22, 3761.45, 3771.20, 3741.25, 3757.05
08/10/22, 3714.40, 3757.89, 3694.88, 3749.35
08/09/22, 3752.26, 3755.32, 3711.55, 3715.37
08/08/22, 3737.31, 3778.99, 3737.31, 3757.22
08/05/22, 3751.51, 3757.48, 3716.39, 3725.39
08/04/22, 3733.52, 3781.57, 3733.52, 3754.60
08/03/22, 3687.99, 3734.79, 3681.89, 3732.54
08/02/22, 3701.63, 3701.63, 3664.28, 3684.63
08/01/22, 3705.76, 3730.98, 3699.77, 3706.62
07/29/22, 3662.70, 3720.16, 3662.70, 3708.10
07/28/22, 3623.29, 3652.87, 3594.58, 3652.20
07/27/22, 3583.39, 3617.50, 3583.39, 3607.78
07/26/22, 3602.01, 3604.37, 3571.84, 3575.36
07/25/22, 3592.33, 3619.52, 3572.75, 3604.16
07/22/22, 3589.96, 3625.16, 3577.81, 3596.49
07/21/22, 3581.72, 3611.10, 3554.69, 3596.51
07/20/22, 3583.86, 3605.32, 3546.46, 3585.24
07/19/22, 3498.43, 3593.78, 3473.64, 3587.44
07/18/22, 3480.36, 3532.61, 3480.36, 3511.86
07/15/22, 3402.68, 3480.85, 3394.02, 3477.20
07/14/22, 3449.34, 3454.26, 3372.12, 3396.61
07/13/22, 3481.82, 3481.82, 3409.54, 3453.97
07/12/22, 3457.15, 3489.37, 3425.59, 3487.05
07/11/22, 3485.00, 3492.11, 3440.14, 3471.69
07/08/22, 3484.71, 3510.86, 3454.51, 3506.55
07/07/22, 3443.25, 3493.94, 3443.25, 3488.50
07/06/22, 3368.51, 3438.96, 3368.51, 3421.84
07/05/22, 3464.39, 3477.04, 3357.06, 3359.83
07/04/22, 3458.99, 3476.63, 3445.39, 3452.42
07/01/22, 3450.62, 3471.25, 3405.44, 3448.31
06/30/22, 3501.20, 3501.20, 3414.74, 3454.86
06/29/22, 3534.82, 3534.82, 3495.18, 3514.32
06/28/22, 3545.92, 3583.46, 3545.89, 3549.29
06/27/22, 3537.86, 3595.67, 3523.97, 3538.88
06/24/22, 3443.28, 3538.94, 3443.28, 3533.17
06/23/22, 3456.35, 3481.85, 3411.83, 3436.29
06/22/22, 3494.00, 3494.00, 3413.04, 3464.64
06/21/22, 3469.83, 3524.24, 3469.83, 3494.00
06/20/22, 3443.25, 3469.85, 3429.40, 3469.83
06/17/22, 3433.56, 3485.94, 3422.78, 3438.46
06/16/22, 3528.11, 3528.11, 3420.65, 3427.91
06/15/22, 3496.28, 3549.27, 3487.44, 3532.32
06/14/22, 3512.04, 3540.87, 3466.69, 3475.18
06/13/22, 3581.87, 3581.87, 3494.31, 3502.50
06/10/22, 3716.56, 3716.56, 3596.64, 3599.20
06/09/22, 3780.03, 3788.97, 3719.52, 3724.45
06/08/22, 3815.77, 3823.98, 3768.43, 3788.93
06/07/22, 3830.21, 3830.21, 3783.35, 3806.74
06/06/22, 3793.07, 3857.27, 3793.07, 3838.42
06/03/22, 3813.29, 3822.37, 3777.47, 3783.66
06/02/22, 3761.19, 3799.18, 3761.19, 3795.13
06/01/22, 3800.10, 3813.04, 3755.06, 3759.54
05/31/22, 3833.03, 3833.73, 3780.41, 3789.21
05/30/22, 3817.71, 3852.68, 3817.71, 3841.62
05/27/22, 3744.63, 3808.86, 3744.63, 3808.86
05/26/22, 3675.24, 3747.41, 3675.24, 3740.31
05/25/22, 3652.39, 3690.82, 3633.78, 3677.10
05/24/22, 3700.12, 3700.12, 3645.51, 3647.56
05/23/22, 3669.53, 3708.39, 3653.14, 3708.39
05/20/22, 3650.09, 3710.67, 3645.77, 3657.03
05/19/22, 3662.53, 3662.53, 3592.01, 3640.55
05/18/22, 3745.24, 3752.29, 3684.36, 3690.74
05/17/22, 3696.01, 3752.14, 3696.01, 3741.51
05/16/22, 3695.78, 3705.23, 3660.19, 3685.34
05/13/22, 3628.25, 3703.42, 3628.25, 3703.42
05/12/22, 3617.71, 3637.62, 3544.56, 3613.43
05/11/22, 3575.16, 3647.87, 3553.72, 3647.87
05/10/22, 3537.66, 3611.08, 3537.66, 3554.80
05/09/22, 3618.45, 3628.25, 3526.86, 3526.86
05/06/22, 3678.85, 3678.85, 3602.77, 3629.17
05/05/22, 3744.91, 3814.11, 3684.45, 3696.63
05/04/22, 3758.44, 3767.66, 3724.95, 3724.99
05/03/22, 3738.49, 3773.30, 3727.52, 3761.19
05/02/22, 3772.91, 3772.91, 3692.82, 3732.44
04/29/22, 3785.58, 3833.89, 3785.58, 3802.86
04/28/22, 3750.21, 3809.24, 3731.95, 3777.02
04/27/22, 3719.35, 3748.97, 3675.54, 3734.64
04/26/22, 3769.66, 3804.96, 3717.98, 3721.36
04/25/22, 3826.96, 3826.96, 3739.67, 3757.59
04/22/22, 3905.80, 3905.80, 3838.19, 3840.01
04/21/22, 3901.33, 3954.30, 3897.46, 3928.03
04/20/22, 3835.16, 3905.75, 3833.46, 3896.81
04/19/22, 3842.07, 3848.63, 3793.47, 3830.76
04/14/22, 3834.33, 3859.59, 3823.85, 3848.68
04/13/22, 3827.47, 3833.98, 3788.87, 3827.96
04/12/22, 3818.76, 3853.23, 3763.32, 3831.47
04/11/22, 3845.70, 3870.06, 3813.16, 3839.62
04/08/22, 3812.08, 3872.59, 3812.08, 3858.37
04/07/22, 3836.46, 3874.29, 3797.60, 3802.01
04/06/22, 3915.53, 3915.53, 3792.56, 3824.69
04/05/22, 3952.58, 3969.04, 3896.62, 3917.85
04/04/22, 3925.27, 3956.59, 3891.00, 3951.12
04/01/22, 3906.57, 3935.73, 3895.70, 3918.68
03/31/22, 3964.01, 3979.70, 3902.52, 3902.52
03/30/22, 3997.46, 3997.46, 3942.81, 3959.14
03/29/22, 3906.47, 4024.89, 3906.47, 4002.18
03/28/22, 3870.33, 3946.78, 3870.33, 3887.10
03/25/22, 3871.34, 3903.94, 3853.35, 3867.73
03/24/22, 3874.32, 3892.91, 3845.44, 3863.39
03/23/22, 3934.13, 3937.81, 3853.54, 3869.22
03/22/22, 3886.26, 3935.45, 3886.26, 3926.12
03/21/22, 3900.84, 3914.08, 3877.59, 3881.80
03/18/22, 3886.49, 3902.44, 3824.02, 3902.44
03/17/22, 3901.70, 3913.72, 3843.10, 3885.32
03/16/22, 3766.79, 3929.96, 3766.79, 3889.69
03/15/22, 3723.23, 3753.26, 3641.50, 3738.11
03/14/22, 3694.76, 3789.58, 3694.76, 3741.10
03/11/22, 3657.37, 3801.48, 3630.28, 3686.78
03/10/22, 3764.64, 3764.64, 3627.13, 3651.39
03/09/22, 3548.49, 3766.02, 3548.49, 3766.02
03/08/22, 3489.16, 3610.95, 3469.20, 3505.29
03/07/22, 3529.57, 3599.93, 3387.00, 3512.22
03/04/22, 3723.97, 3723.97, 3556.01, 3556.01
03/03/22, 3819.14, 3841.92, 3731.35, 3741.78
03/02/22, 3755.27, 3849.72, 3720.72, 3820.59
03/01/22, 3920.03, 3923.75, 3765.85, 3765.85
02/28/22, 3940.99, 3940.99, 3825.08, 3924.23
02/25/22, 3836.85, 3970.83, 3829.28, 3970.69
02/24/22, 3939.51, 3939.51, 3765.42, 3829.29
02/23/22, 3991.66, 4054.17, 3962.79, 3973.41
02/22/22, 3960.20, 4016.46, 3894.99, 3985.47
02/21/22, 4090.71, 4104.63, 3957.20, 3985.71
02/18/22, 4107.72, 4128.73, 4054.72, 4074.28
02/17/22, 4139.88, 4158.44, 4092.79, 4113.19
02/16/22, 4149.56, 4180.32, 4117.17, 4137.22
02/15/22, 4059.25, 4143.71, 4043.57, 4143.71
02/14/22, 4125.31, 4125.31, 4002.91, 4064.45
02/11/22, 4170.73, 4177.91, 4133.35, 4155.23
02/10/22, 4208.20, 4239.61, 4169.84, 4197.07
02/09/22, 4140.41, 4208.76, 4140.41, 4204.09
02/08/22, 4117.21, 4156.17, 4103.63, 4129.25
02/07/22, 4101.89, 4131.84, 4074.86, 4120.56
02/04/22, 4154.75, 4167.87, 4067.51, 4086.58
02/03/22, 4215.41, 4215.41, 4141.02, 4141.02
02/02/22, 4242.74, 4259.28, 4222.05, 4222.05
02/01/22, 4184.63, 4232.44, 4184.63, 4224.45
01/31/22, 4161.77, 4200.83, 4134.07, 4174.60
01/28/22, 4174.57, 4181.23, 4071.71, 4136.91
01/27/22, 4144.78, 4204.86, 4088.91, 4184.97
01/26/22, 4096.51, 4188.17, 4096.51, 4164.60
01/25/22, 4078.81, 4112.25, 4039.52, 4078.26
01/24/22, 4213.83, 4224.47, 4035.28, 4054.36
01/21/22, 4278.18, 4278.18, 4188.93, 4229.56
01/20/22, 4271.25, 4300.64, 4248.01, 4299.61
01/19/22, 4249.40, 4302.17, 4234.62, 4268.28
01/18/22, 4293.58, 4293.58, 4234.29, 4257.82
01/17/22, 4281.31, 4310.49, 4274.25, 4302.14
01/14/22, 4307.48, 4307.48, 4256.61, 4272.19
01/13/22, 4319.26, 4335.49, 4294.99, 4315.90
01/12/22, 4306.25, 4328.76, 4289.00, 4316.39
01/11/22, 4251.80, 4303.17, 4251.80, 4281.54
01/10/22, 4312.13, 4324.64, 4231.06, 4239.52
01/07/22, 4331.07, 4335.72, 4279.71, 4305.83
01/06/22, 4372.45, 4372.45, 4304.54, 4324.81
01/05/22, 4368.78, 4395.78, 4367.03, 4392.15
01/04/22, 4346.45, 4390.59, 4342.25, 4367.62
01/03/22, 4303.94, 4348.66, 4303.94, 4331.82
12/31/21, 4302.79, 4304.72, 4296.08, 4298.41
12/30/21, 4286.63, 4309.54, 4285.29, 4306.07
12/29/21, 4311.13, 4312.45, 4271.37, 4284.83
12/28/21, 4290.54, 4319.69, 4287.11, 4311.93
12/27/21, 4249.90, 4293.89, 4240.49, 4287.98
12/24/21, 4265.56, 4267.58, 4255.01, 4255.01
12/23/21, 4221.90, 4270.29, 4221.90, 4265.86
12/22/21, 4180.89, 4217.06, 4167.89, 4217.06
12/21/21, 4120.48, 4174.99, 4120.48, 4174.99
12/20/21, 4140.33, 4140.33, 4046.69, 4107.13
12/17/21, 4195.94, 4195.94, 4130.36, 4161.35
12/16/21, 4198.25, 4250.90, 4198.25, 4201.87
12/15/21, 4147.16, 4176.14, 4147.16, 4159.68
12/14/21, 4198.90, 4210.52, 4143.50, 4144.51
12/13/21, 4206.45, 4241.12, 4176.97, 4183.04
12/10/21, 4198.18, 4221.57, 4178.66, 4199.16
12/09/21, 4242.66, 4246.52, 4201.85, 4208.30
12/08/21, 4273.32, 4288.20, 4233.09, 4233.09
12/07/21, 4157.72, 4277.03, 4157.72, 4276.20
12/06/21, 4095.39, 4146.16, 4078.64, 4137.11
12/03/21, 4118.98, 4150.42, 4059.02, 4080.15
12/02/21, 4157.70, 4157.70, 4086.82, 4108.02
12/01/21, 4080.85, 4187.86, 4080.85, 4179.15
11/30/21, 4089.51, 4110.96, 4027.43, 4063.06
11/29/21, 4117.79, 4154.15, 4097.98, 4109.51
11/26/21, 4213.93, 4213.93, 4086.66, 4089.58
11/25/21, 4286.63, 4304.86, 4278.80, 4293.24
11/24/21, 4284.60, 4305.49, 4240.78, 4276.25
11/23/21, 4320.41, 4328.48, 4267.23, 4283.82
11/22/21, 4361.95, 4371.60, 4336.17, 4338.69
11/19/21, 4385.66, 4401.92, 4333.86, 4356.47
11/18/21, 4400.73, 4415.23, 4377.73, 4383.70
11/17/21, 4399.25, 4409.24, 4399.25, 4400.81
11/16/21, 4393.80, 4406.46, 4389.52, 4401.49
11/15/21, 4364.52, 4386.19, 4364.52, 4386.19
11/12/21, 4357.90, 4372.32, 4352.43, 4370.33
11/11/21, 4347.26, 4358.80, 4334.93, 4358.00
11/10/21, 4349.80, 4358.46, 4330.29, 4348.82
11/09/21, 4346.62, 4364.04, 4337.66, 4344.63
11/08/21, 4359.74, 4366.54, 4352.45, 4352.53
11/05/21, 4330.14, 4375.04, 4330.14, 4363.04
11/04/21, 4314.51, 4340.81, 4314.51, 4333.34
11/03/21, 4292.59, 4309.66, 4291.10, 4309.61
11/02/21, 4276.72, 4297.45, 4273.10, 4296.22
11/01/21, 4256.93, 4291.81, 4256.93, 4280.47
10/29/21, 4228.73, 4250.68, 4187.81, 4250.56
10/28/21, 4220.74, 4236.20, 4213.17, 4233.87
10/27/21, 4220.74, 4226.99, 4205.42, 4220.88
10/26/21, 4187.55, 4230.88, 4187.55, 4223.97
10/25/21, 4194.84, 4198.97, 4185.14, 4188.31
10/22/21, 4158.44, 4203.67, 4158.44, 4188.81
10/21/21, 4163.62, 4166.50, 4140.06, 4155.73
10/20/21, 4164.50, 4178.95, 4143.83, 4172.17
10/19/21, 4159.22, 4169.61, 4151.44, 4166.83
10/18/21, 4177.73, 4177.73, 4131.41, 4151.40
10/15/21, 4160.04, 4186.61, 4159.07, 4182.91
10/14/21, 4088.14, 4151.76, 4088.14, 4149.06
10/13/21, 4052.48, 4092.73, 4040.31, 4083.28
10/12/21, 4058.54, 4063.48, 4019.55, 4055.09
10/11/21, 4071.15, 4076.80, 4043.78, 4072.52
10/08/21, 4097.12, 4101.96, 4073.29, 4073.29
10/07/21, 4037.48, 4099.39, 4037.48, 4098.34
10/06/21, 4049.64, 4049.64, 3965.87, 4012.65
10/05/21, 4002.61, 4066.64, 4001.42, 4065.43
10/04/21, 4026.70, 4037.35, 3993.87, 3996.41
10/01/21, 4037.16, 4055.01, 3981.81, 4035.30
09/30/21, 4089.16, 4116.35, 4048.08, 4048.08
09/29/21, 4070.45, 4108.22, 4070.45, 4080.22
09/28/21, 4160.47, 4160.47, 4056.17, 4058.82
09/27/21, 4164.63, 4196.07, 4159.60, 4165.48
09/24/21, 4188.43, 4188.43, 4149.94, 4158.51
09/23/21, 4158.21, 4206.11, 4158.21, 4194.92
09/22/21, 4104.43, 4150.19, 4104.43, 4150.19
09/21/21, 4049.69, 4106.76, 4049.69, 4097.51
09/20/21, 4102.19, 4102.19, 4011.49, 4043.63
09/17/21, 4180.28, 4213.73, 4119.27, 4130.84
09/16/21, 4151.63, 4190.17, 4151.63, 4169.87
09/15/21, 4188.92, 4196.60, 4145.94, 4145.94
09/14/21, 4188.35, 4202.44, 4163.95, 4191.67
09/13/21, 4174.67, 4210.62, 4174.67, 4189.53
09/10/21, 4184.05, 4205.22, 4161.09, 4170.35
09/09/21, 4171.46, 4194.59, 4134.80, 4177.11
09/08/21, 4219.82, 4219.82, 4160.37, 4177.15
09/07/21, 4244.40, 4245.76, 4219.86, 4225.01
09/06/21, 4204.07, 4252.78, 4204.07, 4246.13
09/03/21, 4234.26, 4234.26, 4182.96, 4201.98
09/02/21, 4225.03, 4239.02, 4219.42, 4232.10
09/01/21, 4207.00, 4251.39, 4207.00, 4227.27
08/31/21, 4201.77, 4222.62, 4175.32, 4196.41
08/30/21, 4191.99, 4202.87, 4191.79, 4198.80
08/27/21, 4167.39, 4192.09, 4160.47, 4190.98
08/26/21, 4172.32, 4176.28, 4141.33, 4169.87
08/25/21, 4178.17, 4188.23, 4178.17, 4181.12
08/24/21, 4182.68, 4197.67, 4163.69, 4178.08
08/23/21, 4160.76, 4184.03, 4157.49, 4176.42
08/20/21, 4125.30, 4150.66, 4105.99, 4147.50
08/19/21, 4183.74, 4183.74, 4082.07, 4124.71
08/18/21, 4197.32, 4199.50, 4179.58, 4189.42
08/17/21, 4197.85, 4202.02, 4172.67, 4196.40
08/16/21, 4219.79, 4219.79, 4188.97, 4202.44
08/13/21, 4225.73, 4242.26, 4223.49, 4229.70
08/12/21, 4205.74, 4232.22, 4204.12, 4226.33
08/11/21, 4189.63, 4219.06, 4184.87, 4206.33
08/10/21, 4178.59, 4197.12, 4178.59, 4187.82
08/09/21, 4175.57, 4186.05, 4170.95, 4177.15
08/06/21, 4159.04, 4183.92, 4155.16, 4174.54
08/05/21, 4141.30, 4166.14, 4141.30, 4161.08
08/04/21, 4124.33, 4150.09, 4124.33, 4144.90
08/03/21, 4114.52, 4129.21, 4102.13, 4117.95
08/02/21, 4095.50, 4135.68, 4095.50, 4116.62
07/30/21, 4113.11, 4114.28, 4078.33, 4089.30
07/29/21, 4104.98, 4128.81, 4104.98, 4116.77
07/28/21, 4067.84, 4103.45, 4065.25, 4103.03
07/27/21, 4099.80, 4099.80, 4056.23, 4064.83
07/26/21, 4103.50, 4106.40, 4072.86, 4102.59
07/23/21, 4066.70, 4111.43, 4066.70, 4109.10
07/22/21, 4037.94, 4078.58, 4037.94, 4059.05
07/21/21, 3973.90, 4029.09, 3973.90, 4026.68
